Pharmaceutical,Prescribed_Daily_Dosage,Num_Prescriptions,SMILES,INCHIKEY,INCHI_STRING,Molar_Mass,MOLECULAR_FORMULA,Boiling.Point,Density,Flash.Point,Henry.s.Law,Index.of.Refraction,liquid.chromatography.Retention.Time,LogD5.5,LogD7.4,LogKoa.Octanol.Air,LogKow.Octanol.Water,Melting.Point,Molar.Refractivity,Molar.Volume,pKa.Acidic.Apparent,pKa.Basic.Apparent,Polarizability,ReadyBiodeg,Surface.Tension,Thermal.Conductivity,Vapor.Pressure,Viscosity,Water.Solubility,Invertebrate_Median_LC50,Plants_Algae_Median_LC50,Vertebrate_Median_LC50,Min_Vertebrate_LC50,Invertebrate_median_NOEC,Plants_algae_median_NOEC,Vertebrate_median_NOEC,Min_Vertebrate_NOEC,Amides,Ethers,Tertiary amines,Alkyl halides,Secondary amines,Aliphatic alcohols,Aromatic alcohols,Carboxylic acids,Sulfonamides,Primary amines,Ureas,Esters,Nitriles,Ketones,Sulfides,Carbamates,Sulfones,Guanidines,Amidines,Thiols,Imines,Imides
LURASIDONE,12060000.0,180,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,PQXKDMSYBGKCJA-CVTJIBDQSA-N,"InChI=1S/C28H36N4O2S/c33-27-24-18-9-10-19(15-18)25(24)28(34)32(27)17-21-6-2-1-5-20(21)16-30-11-13-31(14-12-30)26-22-7-3-4-8-23(22)35-29-26/h3-4,7-8,18-21,24-25H,1-2,5-6,9-17H2/t18-,19+,20-,21-,24+,25-/m0/s1
",492.68,C28H36N4O2S,385.0,,,4.67735141287198e-08,,24.63,3.5,1.73,11.67,4.08,137.0,,,5.05,,,0.0,,,2.57039578276886e-09,,3.23593656929628e-05,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SULINDAC,11744444.4444444,37,CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O,MLKXDPUZXIRXEP-MFOYZWKCSA-N,"InChI=1/C20H17FO3S/c1-12-17(9-13-3-6-15(7-4-13)25(2)24)16-8-5-14(21)10-19(16)18(12)11-20(22)23/h3-10H,11H2,1-2H3,(H,22,23)/b17-9-
",356.41,C20H17FO3S,512.07,1.467,303.4265,1.02329299228075e-08,1.673,14.59,3.37,2.41,10.33,3.42,183.0,96.225,256.725,6.43,,38.146,0.0,65.913,,8.29804803718782e-10,,3.94946e-05,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONDANSETRON,11350523.9093954,769,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,FELGMEQIXOGIFQ-UHFFFAOYSA-N,"InChI=1/C18H19N3O/c1-12-19-9-10-21(12)11-13-7-8-16-17(18(13)22)14-5-3-4-6-15(14)20(16)2/h3-6,9-10,13H,7-8,11H2,1-2H3
",293.37,C18H19N3O,451.4465,1.2515,267.3055,7.413102413009161e-09,1.678,14.73,2.93,3.49,10.7,3.1435,183.05,86.752,230.142,,5.93,34.391,0.0,48.964,131.155,1.58489319246111e-08,,6.604e-05,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TELMISARTAN,10876288.6597938,177,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,RMMXLENWKUUMAY-UHFFFAOYSA-N,"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)
",514.629,C33H30N4O2,771.858,1.287,409.605,2.13796208950223e-08,1.667,29.28,6.86,6.82,11.38,7.547,261.5,154.511,414.901,8.4,,61.253,0.0,48.742,,4.38531e-14,,3.9573875e-07,,,,,,,267.60605,267.60605,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIPRASIDONE,10657666.6666667,111,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,MVWVFYHBGMAFLY-UHFFFAOYSA-N,"InChI=1S/C21H21ClN4OS/c22-17-13-18-15(12-20(27)23-18)11-14(17)5-6-25-7-9-26(10-8-25)21-16-3-1-2-4-19(16)28-24-21/h1-4,11,13H,5-10,12H2,(H,23,27)
",412.94,C21H21ClN4OS,490.0145,1.3915,307.7455,6.0255958607435706e-09,1.681,18.81,3.26,3.75,10.21,3.8805,191.0,114.093,301.429,,5.83,45.23,0.0,61.466,,3.53183e-11,,6.70339e-06,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SILDENAFIL,10655873.0156843,294,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,BNRNXUUZRGQAQC-UHFFFAOYSA-N,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)
",474.58,C22H30N6O4S,536.855,1.378,344.807,1.28824955169313e-11,1.665,9.95,-2.6,-0.7,10.26,2.47,219.5125,126.026,339.438,,10.85,49.961,0.0,54.471,,2.07701928069601e-09,,2.19121e-05,,,,,,,,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOLPIDEM,10591466.160516,1216,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,ZAFYATHCZYHLPB-UHFFFAOYSA-N,"InChI=1S/C19H21N3O/c1-13-5-8-15(9-6-13)19-16(11-18(23)21(3)4)22-12-14(2)7-10-17(22)20-19/h5-10,12H,11H2,1-4H3
",307.397,C19H21N3O,430.89,1.126,,4.16869383470335e-08,1.601,16.49,3.3,3.45,11.69,3.2835,196.0,93.54,273.001,,5.12,37.082,0.0,40.14,,2.19887060741295e-08,,2.00955e-05,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLMESARTAN,10267122.0657277,389,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,VTRAEEWXHOVJFV-UHFFFAOYSA-N,"InChI=1S/C24H26N6O3/c1-4-7-19-25-21(24(2,3)33)20(23(31)32)30(19)14-15-10-12-16(13-11-15)17-8-5-6-9-18(17)22-26-28-29-27-22/h5-6,8-13,33H,4,7,14H2,1-3H3,(H,31,32)(H,26,27,28,29)
",446.511,C24H26N6O3,738.316,1.4195,382.519,1.0715193052376e-09,1.671,11.96,0.99,-0.87,9.43,3.561,268.639,124.72,333.456,4.51,,49.443,0.0,54.036,,1.61796828464849e-10,,8.99866e-06,,,,,,,,,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDOMETHACIN,9374619.47042968,84,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,CGIGDMFJXJATDK-UHFFFAOYSA-N,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)
",357.79,C19H16ClNO4,484.6035,1.345,270.931,8.51138038202376e-10,1.619,12.79,4.27,4.27,10.37,4.25,159.25,94.594,269.565,9.94,,37.5,0.0,47.495,,3.55631e-10,,5.14515898185127e-06,16120.0,,110724.5,81910.0,500.0,,100.0,91.9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHENTERMINE,8112096.96261682,215,CC(C)(N)CC1=CC=CC=C1,DHHVAGZRUROJKS-UHFFFAOYSA-N,"InChI=1S/C10H15N/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3
",149.237,C10H15N,205.999,0.9345,90.906,6.76082975391982e-06,1.523,9.67,-2.37,-0.47,7.63,2.155,55.5835,48.569,158.99,,9.95,19.254,0.0,33.3545,145.627,0.199526231496888,3.38065,0.02418165,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RALOXIFENE,7500913.70558376,123,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,GZUITABIAKMVPG-UHFFFAOYSA-N,"InChI=1S/C28H27NO4S/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29/h4-13,18,30-31H,1-3,14-17H2
",473.59,C28H27NO4S,585.5075,1.341,369.253,1.09647819614318e-10,1.666,25.17,4.41,4.41,9.7,5.7835,236.5945,136.576,367.337,10.81,,54.143,0.0,57.342,,1.24165e-12,,2.60231e-06,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DEXMETHYLPHENIDATE,7475874.2161564,410,[H][C@@]1(CCCCN1)[C@H](C(=O)OC)C1=CC=CC=C1,DUGOZIWVEXMGBE-CHWSQXEVSA-N,"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3/t12-,13-/m1/s1
",233.311,C14H19NO2,317.3225,1.07,151.955,2.88403150312661e-10,1.523,14.0,-4.83,-2.93,8.82,2.347,114.0,66.617,218.032,,10.54,26.409,1.0,39.635,,0.0001001294627058,,0.0049059432157547,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PSEUDOEPHEDRINE,7398083.18264014,33,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,KWGRBVOPPLSCSI-WCBMZHEXSA-N,"InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10+/m0/s1
",165.236,C10H15NO,254.9995,1.0155,95.863,1.14815362149688e-07,1.529,6.71,-2.59,-0.69,7.85,1.1575,90.0,50.159,162.711,,9.58,19.885,0.0,37.006,165.767,0.00865,16.1436,0.296539027385051,,,2000000.0,2000000.0,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAZEPAM,7329555.54739666,400,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,AAOVKJBEBIDNHE-UHFFFAOYSA-N,"InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3
",284.74,C16H13ClN2O,391.801,1.27,251.4725,2.51188643150958e-07,1.635,12.28,2.9,2.91,9.84,2.912,131.0,80.913,225.88,,3.6,32.076,0.0,46.108,,2.42103e-08,,0.0001746850414374,84250.0,,12700.0,12700.0,508.5422,,3597.5,266.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OXYBUTYNIN,7252607.8588642,702,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,XIQVNETUBQGFHX-UHFFFAOYSA-N,"InChI=1/C22H31NO3/c1-3-23(4-2)17-11-12-18-26-21(24)22(25,19-13-7-5-8-14-19)20-15-9-6-10-16-20/h5,7-8,13-14,20,25H,3-4,6,9-10,15-18H2,1-2H3
",357.494,C22H31NO3,455.1815,1.081,247.8135,2.23872113856834e-08,1.546,22.98,-0.17,1.71,10.95,4.2895,119.25,103.141,325.719,,8.75,40.888,0.0,43.882,156.105,6.16595e-08,,5.406385e-05,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ARIPIPRAZOLE,7026300.87395561,697,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,"InChI=1S/C23H27Cl2N3O2/c24-19-4-3-5-21(23(19)25)28-13-11-27(12-14-28)10-1-2-15-30-18-8-6-17-7-9-22(29)26-20(17)16-18/h3-6,8,16H,1-2,7,9-15H2,(H,26,29)
",448.39,C23H27Cl2N3O2,514.3715,1.2815,322.6755,2.13796208950223e-08,1.593,22.32,3.96,5.36,10.21,5.41,156.125,120.309,355.004,,7.05,47.694,0.0,48.404,,8.59014e-11,,9.710005e-06,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOXEPIN,6973484.24543947,176,CN(C)CCC=C1C2=C(COC3=C1C=CC=C3)C=CC=C2,ODQWQRRAPPTVAG-UHFFFAOYSA-N,"InChI=1S/C19H21NO/c1-20(2)13-7-11-17-16-9-4-3-8-15(16)14-21-19-12-6-5-10-18(17)19/h3-6,8-12H,7,13-14H2,1-2H3
",279.383,C19H21NO,364.0,1.0985,146.6635,1.81970085860998e-08,1.63,19.27,-0.32,1.58,8.89,4.28,121.352,88.514,248.837,,10.11,35.09,0.0,48.124,,1.84927e-07,20.4644,0.000141415182623,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EZETIMIBE,6797700.49083929,655,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1,OLNTVTPDXPETLC-XPWALMASSA-N,"InChI=1S/C24H21F2NO3/c25-17-5-1-15(2-6-17)22(29)14-13-21-23(16-3-11-20(28)12-4-16)27(24(21)30)19-9-7-18(26)8-10-19/h1-12,21-23,28-29H,13-14H2/t21-,22+,23-/m1/s1
",409.433,C24H21F2NO3,521.4285,1.345,337.13,1.0232929922807498e-11,1.624,22.28,4.02,4.03,9.59,3.808,198.362,108.275,306.79,,3.72,42.923,0.0,54.755,156.821,2.35505e-10,,9.8806e-06,,,,,,,1033.8158,1033.8158,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIZANIDINE,6715207.28348071,752,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,XFYDIVBRZNQMJC-UHFFFAOYSA-N,"InChI=1S/C9H8ClN5S/c10-5-1-2-6-8(15-16-14-6)7(5)13-9-11-3-4-12-9/h1-2H,3-4H2,(H2,11,12,13)
",253.71,C9H8ClN5S,391.17,1.7465,186.035,9.332543007969921e-09,1.885,9.83,-0.33,1.47,8.98,1.323,187.0,64.055,139.357,7.08,8.83,25.393,0.0,78.347,,1.54881661891248e-07,,0.0013227198853729,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TORSEMIDE,6685291.55787641,212,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC(C)=CC=C2)C=CN=C1,NGBFQHCMQULJNZ-UHFFFAOYSA-N,"InChI=1S/C16H20N4O3S/c1-11(2)18-16(21)20-24(22,23)15-10-17-8-7-14(15)19-13-6-4-5-12(3)9-13/h4-11H,1-3H3,(H,17,19)(H2,18,20,21)
",348.42,C16H20N4O3S,396.12,1.309,302.78,1.81970085860998e-11,1.595,14.96,2.85,1.82,9.35,3.37,176.5,92.266,271.399,6.0,5.73,36.577,0.0,54.476,,7.354990948074379e-11,,0.0002861785,,,,,,,,,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
CLAVULANATE,6281250.0,26,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO,HZZVJAQRINQKSD-PBFISZAISA-N,"InChI=1S/C8H9NO5/c10-2-1-4-7(8(12)13)9-5(11)3-6(9)14-4/h1,6-7,10H,2-3H2,(H,12,13)/b4-1-/t6-,7-/m1/s1
",199.162,C8H9NO5,363.3085,1.492,215.138,1.2302687708123798e-11,1.644,0.0,-2.5,-4.33,8.12,-1.847,153.5565,43.562,120.261,5.06,4.51,17.269,1.0,82.262,164.549,2.69153480392691e-08,87.0964,1.5117806242181,,,,,,,,,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANSOPRAZOLE,6279359.3045718,190,CC1=C(CS(=O)C2=NC3=CC=CC=C3N2)N=CC=C1OCC(F)(F)F,MJIHNNLFOKEZEW-UHFFFAOYSA-N,"InChI=1/C16H14F3N3O2S/c1-10-13(20-7-6-14(10)24-9-16(17,18)19)8-25(23)15-21-11-4-2-3-5-12(11)22-15/h2-7H,8-9H2,1H3,(H,21,22)
",369.36,C16H14F3N3O2S,547.54,1.5815,299.11,1.31825673855641e-07,1.635,17.83,2.98,2.98,10.38,2.8705,179.0,88.031,245.863,,2.07,34.898,0.0,68.981,,3.97174917362141e-08,,0.000125342,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEMANTINE,6274151.56355376,344,CC12CC3CC(C)(C1)CC(N)(C3)C2,BUGYDGFZZOZRHP-UHFFFAOYSA-N,"InChI=1/C12H21N/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10/h9H,3-8,13H2,1-2H3
",179.307,C12H21N,237.0895,1.0135,91.8305,1.69824365246175e-05,1.554,13.63,-1.92,-0.02,8.41,3.28,258.0,54.894,171.277,,10.7,21.762,0.0,50.096,127.808,0.0393,7.44732,0.0037488940968422,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SULFAMETHOXAZOLE,6003768.11594203,7,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)
",253.28,C10H11N3O3S,414.01,1.4525,248.6595,1.73780082874938e-10,1.641,6.69,0.81,-0.36,9.02,0.887,168.5,62.454,173.125,6.18,,24.759,0.0,70.903,,1.87e-09,,0.002,100000.0,,563000.0,563000.0,31250.0,417.7,9090.15,10.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WARFARIN,5699265.27976064,1126,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N,"InChI=1/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3
",308.333,C19H16O4,473.1215,1.3185,211.9495,6.165950018614811e-09,1.635,16.8,2.7,2.7,10.66,2.7,161.5,84.447,235.758,,,33.477,0.0,58.658,,5.78352145748441e-08,66.6807,0.000128825,444000.0,,162500.0,37.7,,,9635.42,9635.42,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TEMAZEPAM,5237108.64469037,236,CN1C2=CC=C(Cl)C=C2C(=NC(O)C1=O)C1=CC=CC=C1,SEQDDYPDSLOBDC-UHFFFAOYSA-N,"InChI=1/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3
",300.74,C16H13ClN2O2,424.9555,1.3375,275.1025,9.54992586021437e-10,1.654,14.59,2.17,2.19,10.97,2.15,120.0,81.765,223.16,,4.19,32.414,0.0,50.29,,4.36515832240167e-09,,0.0003786565,,,,,,,0.708,0.708,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ISOSORBIDE DINITRATE,4678281.00874936,104,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,MOYKHGMNXAOIAT-JGWLITMVSA-N,"InChI=1S/C6H8N2O8/c9-7(10)15-3-1-13-6-4(16-8(11)12)2-14-5(3)6/h3-6H,1-2H2/t3-,4+,5-,6-/m1/s1
",236.136,C6H8N2O8,274.895,1.6175,160.3725,1.73780082874938e-06,1.538,5.07,1.16,-0.21,5.77,1.222,70.0,44.693,142.933,5.89,,17.718,1.0,62.653,,3.19e-05,7.56833,0.0023442288153199,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISOTRETINOIN,4450000.0,104,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,SHGAZHPCJJPHSC-XFYACQKRSA-N,"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14-
",300.442,C20H28O2,380.9435,1.005,289.5945,3.98107170553497e-05,1.556,18.17,6.29,5.89,11.11,6.565,167.031,95.527,297.151,7.2,,37.87,0.0,33.2745,133.934,8.89201e-07,,7.18535274025449e-06,,,36.0,36.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DONEPEZIL,4428280.7231363,528,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,ADEBPBSSDYVVLD-UHFFFAOYSA-N,"InChI=1/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3
",379.5,C24H29NO3,463.4315,1.146,257.6705,1.44543977074593e-07,1.578,19.07,1.5,3.13,11.7,4.481,139.476,110.398,332.467,,7.47,43.765,0.0,45.2,150.801,8.51138038202376e-10,,1.64331041437469e-05,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
QUINAPRIL,4290018.62197393,133,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=CC=C2,JSDRRTOADPPCHY-HSQYWUDLSA-N,"InChI=1S/C25H30N2O5/c1-3-32-25(31)21(14-13-18-9-5-4-6-10-18)26-17(2)23(28)27-16-20-12-8-7-11-19(20)15-22(27)24(29)30/h4-12,17,21-22,26H,3,13-16H2,1-2H3,(H,29,30)/t17-,21-,22-/m0/s1
",438.524,C25H30N2O5,558.4635,1.251,343.361,1.2589254117941699e-11,1.578,18.47,0.79,0.12,9.59,3.5845,157.9725,119.511,360.125,6.81,,47.378,0.0,52.295,158.535,5.05825e-11,,5.647005e-05,,,,,,,438.524,438.524,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GLIMEPIRIDE,4136419.61663007,900,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,WIGIZIANZCJQQY-RUCARUNLSA-N,"InChI=1/C24H34N4O5S/c1-4-21-17(3)15-28(22(21)29)24(31)25-14-13-18-7-11-20(12-8-18)34(32,33)27-23(30)26-19-9-5-16(2)6-10-19/h7-8,11-12,16,19H,4-6,9-10,13-15H2,1-3H3,(H,25,31)(H2,26,27,30)/t16-,19-
",490.62,C24H34N4O5S,265.0,,,7.94328234724282e-09,,24.52,-0.42,-2.32,9.49,2.72,190.5,,,2.36,,,0.0,,,2.81838293126445e-10,,3.71535229097173e-05,,,,,,,,,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
OLANZAPINE,3838034.09696324,327,CN1CCN(CC1)C1=NC2=C(NC3=C1C=C(C)S3)C=CC=C2,KVWDHTXUZHCGIO-UHFFFAOYSA-N,"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3
",312.44,C17H20N4S,448.45,1.2945,232.7645,5.37031796370253e-10,1.709,14.01,3.0,2.94,10.89,2.614,176.961,92.156,235.993,8.25,,36.534,0.0,52.016,,4.677351412871981e-09,,0.000170689,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FINASTERIDE,3550979.09137084,784,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,DBEPLOCGEIEOCV-WSBQPABSSA-N,"InChI=1S/C23H36N2O2/c1-21(2,3)25-20(27)17-8-7-15-14-6-9-18-23(5,13-11-19(26)24-18)16(14)10-12-22(15,17)4/h11,13-18H,6-10,12H2,1-5H3,(H,24,26)(H,25,27)/t14-,15-,16-,17+,18+,22-,23+/m0/s1
",372.553,C23H36N2O2,477.109,1.0555,220.3815,2.2387211385683402e-09,1.524,21.15,3.03,2.93,9.51,3.03,253.0,106.91,349.594,7.98,,42.382,0.0,37.752,,1.22462e-09,,4.667565e-05,,,,,,,18632.55,18632.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KETOROLAC,3483151.78571429,106,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,OZWKMVRBQXNZKK-UHFFFAOYSA-N,"InChI=1/C15H13NO3/c17-14(10-4-2-1-3-5-10)13-7-6-12-11(15(18)19)8-9-16(12)13/h1-7,11H,8-9H2,(H,18,19)
",255.273,C15H13NO3,399.83,1.3215,247.144,7.41310241300916e-10,1.659,8.31,2.88,2.77,10.72,2.449,161.0,70.538,191.201,7.95,,27.964,0.0,54.807,,9.332543007969921e-09,59.7035,0.0006433684252262,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ATOMOXETINE,3363387.45657341,73,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,VHGCDTVCOLNTBX-QGZVFWFLSA-N,"InChI=1S/C17H21NO/c1-14-8-6-7-11-16(14)19-17(12-13-18-2)15-9-4-3-5-10-15/h3-11,17-18H,12-13H2,1-2H3/t17-/m1/s1
",255.361,C17H21NO,353.217,1.0275,172.0505,3.80189396320561e-06,1.552,19.02,-3.19,-1.29,10.24,3.7575,91.403,79.74,249.497,,12.63,31.611,0.0,39.7805,143.992,2.61818e-06,16.7494,0.0006186324961403,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NALTREXONE,3080962.96296296,73,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,DQCKKXVULJGBQN-XFWGSAIBSA-N,"InChI=1S/C20H23NO4/c22-13-4-3-12-9-15-20(24)6-5-14(23)18-19(20,16(12)17(13)25-18)7-8-21(15)10-11-1-2-11/h3-4,11,15,18,22,24H,1-2,5-10H2/t15-,18+,19+,20-/m1/s1
",341.407,C20H23NO4,482.6285,1.451,275.925,1.99526231496888e-11,1.709,11.01,0.53,1.81,9.44,1.797,169.5,90.111,230.853,,6.87,35.723,0.0,77.121,,1.2331e-10,,0.00320183,,,,,,,,,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
