Pharmaceutical,Influent_concentration,Units,Sampling date,Sampling location,Sampling type,Reference
Pseudoephedrine + ephedrine,825,ng/L,7/10/2016,Florida,grab sample,14
Ranitidine,434,ng/L,7/10/2016,Florida,grab sample,14
Sertraline,ND,ng/L,7/10/2016,Florida,grab sample,14
Sulfamethoxazole,1290,ng/L,7/10/2016,Florida,grab sample,14
Temazepam,85.2,ng/L,7/10/2016,Florida,grab sample,14
Tramadol,505,ng/L,7/10/2016,Florida,grab sample,14
Triamterene,75.2,ng/L,7/10/2016,Florida,grab sample,14
Trimethoprim,361,ng/L,7/10/2016,Florida,grab sample,14
Valacyclovir,ND,ng/L,7/10/2016,Florida,grab sample,14
Venlafaxine,110,ng/L,7/10/2016,Florida,grab sample,14
Verapamil,23.2,ng/L,7/10/2016,Florida,grab sample,14
Acetaminophen,60900,ng/L,7/8/2016,Florida,grab sample,14
Acyclovir,5680,ng/L,7/8/2016,Florida,grab sample,14
Albuterol,11.9,ng/L,7/8/2016,Florida,grab sample,14
Amitriptyline,ND,ng/L,7/8/2016,Florida,grab sample,14
Amphetamine,163,ng/L,7/8/2016,Florida,grab sample,14
Atenolol,1050,ng/L,7/8/2016,Florida,grab sample,14
Bupropion,77.3,ng/L,7/8/2016,Florida,grab sample,14
Carbamazepine,237,ng/L,7/8/2016,Florida,grab sample,14
Citalopram,141,ng/L,7/8/2016,Florida,grab sample,14
Codeine,117,ng/L,7/8/2016,Florida,grab sample,14
Desvenlafaxine,509,ng/L,7/8/2016,Florida,grab sample,14
Dextromethorphan,39.8,ng/L,7/8/2016,Florida,grab sample,14
Diazepam,ND,ng/L,7/8/2016,Florida,grab sample,14
Diltiazem,87.6,ng/L,7/8/2016,Florida,grab sample,14
Diphenhydramine,1020,ng/L,7/8/2016,Florida,grab sample,14
Erythromycin,56,ng/L,7/8/2016,Florida,grab sample,14
Famotidine,193,ng/L,7/8/2016,Florida,grab sample,14
Fenofibrate,29.8,ng/L,7/8/2016,Florida,grab sample,14
Fexofenadine,1950,ng/L,7/8/2016,Florida,grab sample,14
Fluconazole,234,ng/L,7/8/2016,Florida,grab sample,14
Fluoxetine,ND,ng/L,7/8/2016,Florida,grab sample,14
Glyburide,ND,ng/L,7/8/2016,Florida,grab sample,14
Hydrocodone,ND,ng/L,7/8/2016,Florida,grab sample,14
Hydroxyzine,19.2,ng/L,7/8/2016,Florida,grab sample,14
Metaxalone,ND,ng/L,7/8/2016,Florida,grab sample,14
Metformin,57100,ng/L,7/8/2016,Florida,grab sample,14
Methocarbamol,1370,ng/L,7/8/2016,Florida,grab sample,14
Metoprolol,152,ng/L,7/8/2016,Florida,grab sample,14
Morphine,312,ng/L,7/8/2016,Florida,grab sample,14
Nadolol,ND,ng/L,7/8/2016,Florida,grab sample,14
Oxycodone,44.7,ng/L,7/8/2016,Florida,grab sample,14
Phenytoin,ND,ng/L,7/8/2016,Florida,grab sample,14
Propranolol,ND,ng/L,7/8/2016,Florida,grab sample,14
Pseudoephedrine + ephedrine,1120,ng/L,7/8/2016,Florida,grab sample,14
Ranitidine,797,ng/L,7/8/2016,Florida,grab sample,14
Sertraline,ND,ng/L,7/8/2016,Florida,grab sample,14
Sulfamethoxazole,813,ng/L,7/8/2016,Florida,grab sample,14
Temazepam,ND,ng/L,7/8/2016,Florida,grab sample,14
Tramadol,477,ng/L,7/8/2016,Florida,grab sample,14
Triamterene,56.6,ng/L,7/8/2016,Florida,grab sample,14
Trimethoprim,399,ng/L,7/8/2016,Florida,grab sample,14
Valacyclovir,ND,ng/L,7/8/2016,Florida,grab sample,14
Venlafaxine,172,ng/L,7/8/2016,Florida,grab sample,14
Verapamil,32.4,ng/L,7/8/2016,Florida,grab sample,14
Sitagliptin,1280,ng/L,10/20/2016,Florida,grab sample,14
Sitagliptin,1870,ng/L,9/15/2016,Florida,grab sample,14
Sitagliptin,2070,ng/L,7/30/2016,Florida,grab sample,14
Sitagliptin,652,ng/L,7/10/2016,Florida,grab sample,14
Sitagliptin,1010,ng/L,7/8/2016,Florida,grab sample,14
Sitagliptin,1280,ng/L,10/19/2016,Florida,grab sample,14
Sitagliptin,1470,ng/L,10/19/2016,Florida,grab sample,14
Sitagliptin,1300,ng/L,10/20/2016,Florida,grab sample,14
Sitagliptin,1100,ng/L,10/20/2016,Florida,grab sample,14
Sitagliptin,1210,ng/L,10/20/2016,Florida,grab sample,14
Estradiol,13.4,ng/L,10/20/2016,Florida,grab sample,14
Estradiol,14.9,ng/L,9/15/2016,Florida,grab sample,14
Estradiol,21.1,ng/L,7/30/2016,Florida,grab sample,14
Estradiol,13.9,ng/L,7/10/2016,Florida,grab sample,14
Estradiol,10.1,ng/L,7/8/2016,Florida,grab sample,14
Estradiol,10.6,ng/L,10/19/2016,Florida,grab sample,14
Estradiol,14.3,ng/L,10/19/2016,Florida,grab sample,14
Estradiol,13.4,ng/L,10/20/2016,Florida,grab sample,14
Estradiol,15.4,ng/L,10/20/2016,Florida,grab sample,14
Estradiol,11.7,ng/L,10/20/2016,Florida,grab sample,14
Atorvastatin,1560,ng/L,May 2009 - March 2010,SE US,grab sample,15
Simvastatin,1230,ng/L,May 2009 - March 2010,SE US,grab sample,15
Carbamazepine,30.33,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,26.44,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,64.24,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,11.58,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,20.91,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,32.35,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,50.21,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,18.86,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,10.4,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,8.5,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,15.94,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,19.3,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,30.1,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,5.42,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,14.4,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,9.7,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,229.3,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,154.6,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,336.3,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,27.6,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,145.3,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,49.5,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,27.2,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,62.4,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,140.5,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,15.9,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,112.8,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Carbamazepine,91,ng/L,Jan - March 2019,"Mobile County, Alabama",grab sample,16
Terbinafine,510,ng/L,8-Jan,"Baltimore, MD",grab sample,17
Atenolol,2256,ng/L,2009,"Long Island, NY",grab sample (inferred),18
Metoprolol,1518,ng/L,2009,"Long Island, NY",grab sample (inferred),18
Propranolol,95,ng/L,2009,"Long Island, NY",grab sample (inferred),18
Sotalol,603,ng/L,2009,"Long Island, NY",grab sample (inferred),18
Nadolol,57,ng/L,2009,"Long Island, NY",grab sample (inferred),18
Atenolol,78-10900,ng/L,Around 2012 (pub yr),Denver metro area,26h composite,18
Hydroxychloroquine,36.9,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Acetaminophen,75200,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Atenolol,730,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Carbamazepine,140,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Diltiazem,220,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Diphenhydramine,1350,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Metoprolol,1380,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Sulfamethoxazole,770,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Trimethoprim,260,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Venlafaxine,500,ng/L,June 2020-January 2022,"Suffolk County, NY",24h composite,19
Acetaminophen,204615,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Amphetamine,704,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Atenolol,1454,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Carbamazepine,122,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Codeine,173,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Fluoxetine,54,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Gemfibrozil,1225,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Hydrocodone,149,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Ibuprofen,30885,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Morphine,825,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Naproxen,20615,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Oxycodone,128,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Primidone,218,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Sulfamethoxazole,1010,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Tramadol,433,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Trimethoprim,672,ng/L,May 2022 - April 2023,"Las Vegas, NV",grab sample,20
Carbamazepine,174.6,ng/L,11/1/2016,US,grab sample,21
Trimethoprim,438.6,ng/L,11/1/2016,US,grab sample,21
Sulfamethoxazole,ND,ng/L,11/1/2016,US,grab sample,21
Azithromycin,ND,ng/L,11/1/2016,US,grab sample,21
Clarithromycin,ND,ng/L,11/1/2016,US,grab sample,21
Ciprofloxacin,1090.2,ng/L,11/1/2016,US,grab sample,21
Carbamazepine,82.2,ng/L,1/19/2017,US,grab sample,21
Trimethoprim,137.2,ng/L,1/19/2017,US,grab sample,21
Sulfamethoxazole,1941.3,ng/L,1/19/2017,US,grab sample,21
Azithromycin,212.2,ng/L,1/19/2017,US,grab sample,21
Clarithromycin,387.3,ng/L,1/19/2017,US,grab sample,21
Ciprofloxacin,514.8,ng/L,1/19/2017,US,grab sample,21
Amphetamine,284,ng/L,Summer 2018,Kentucky,24h composite,22
Amphetamine,269,ng/L,Summer 2018,Kentucky,24h composite,22
Methylphenidate,7.84,ng/L,Summer 2018,Kentucky,24h composite,22
Methylphenidate,8.47,ng/L,Summer 2018,Kentucky,24h composite,22
Morphine,387,ng/L,Summer 2018,Kentucky,24h composite,22
Morphine,303,ng/L,Summer 2018,Kentucky,24h composite,22
Codeine,51.8,ng/L,Summer 2018,Kentucky,24h composite,22
Codeine,57.2,ng/L,Summer 2018,Kentucky,24h composite,22
Oxycodone,118,ng/L,Summer 2018,Kentucky,24h composite,22
Oxycodone,102,ng/L,Summer 2018,Kentucky,24h composite,22
Hydrocodone,64.6,ng/L,Summer 2018,Kentucky,24h composite,22
Hydrocodone,55.4,ng/L,Summer 2018,Kentucky,24h composite,22
Hydromorphone,27,ng/L,Summer 2018,Kentucky,24h composite,22
Hydromorphone,17.1,ng/L,Summer 2018,Kentucky,24h composite,22
Buprenorphine,30.2,ng/L,Summer 2018,Kentucky,24h composite,22
Buprenorphine,28.2,ng/L,Summer 2018,Kentucky,24h composite,22
Lorazepam,14.2,ng/L,Summer 2018,Kentucky,24h composite,22
Lorazepam,23.1,ng/L,Summer 2018,Kentucky,24h composite,22
Alprazolam,24.2,ng/L,Summer 2018,Kentucky,24h composite,22
Alprazolam,26.6,ng/L,Summer 2018,Kentucky,24h composite,22
Diazepam,5.74,ng/L,Summer 2018,Kentucky,24h composite,22
Diazepam,ND,ng/L,Summer 2018,Kentucky,24h composite,22
Temazepam,23.5,ng/L,Summer 2018,Kentucky,24h composite,22
Temazepam,57.2,ng/L,Summer 2018,Kentucky,24h composite,22
Carbamazepine,162,ng/L,Summer 2018,Kentucky,24h composite,22
Carbamazepine,366,ng/L,Summer 2018,Kentucky,24h composite,22
Sertraline,216,ng/L,Summer 2018,Kentucky,24h composite,22
Sertraline,280,ng/L,Summer 2018,Kentucky,24h composite,22
Fluoxetine,117,ng/L,Summer 2018,Kentucky,24h composite,22
Fluoxetine,169,ng/L,Summer 2018,Kentucky,24h composite,22
Venlafaxine,409,ng/L,Summer 2018,Kentucky,24h composite,22
Venlafaxine,572,ng/L,Summer 2018,Kentucky,24h composite,22
Citalopram,294,ng/L,Summer 2018,Kentucky,24h composite,22
Citalopram,367,ng/L,Summer 2018,Kentucky,24h composite,22
Methylphenidate,10.7,ng/L,17-Oct,Kentucky,24h composite,23
Methylphenidate,100,ng/L,July - Nov 2013,NY,24h composite,23
Carbamazepine,365,ng/L,July - Nov 2013,NY,24h composite,24
Clarithromycin,265,ng/L,July - Nov 2013,NY,24h composite,24
Erythromycin,110,ng/L,July - Nov 2013,NY,24h composite,24
Atenolol,3690,ng/L,July - Nov 2013,NY,24h composite,24
Propranolol,50,ng/L,July - Nov 2013,NY,24h composite,24
Amoxicillin,0,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Ampicillin,13.6,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Ampicillin,0,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Ampicillin,52.8,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Azithromycin,4.3,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Azithromycin,120.6,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Azithromycin,26.4,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,0.2,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,55.9,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,123.7,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Erythromycin,1.9,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Erythromycin,20.5,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,0,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,26.8,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,0,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,13,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,114.5,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,173.5,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Trimethoprim,7.2,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Trimethoprim,42.7,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Trimethoprim,70.7,ng/L,Fall 2017,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Ampicillin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Ampicillin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Ampicillin,18.3,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Azithromycin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Azithromycin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Azithromycin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,0.1,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,27.3,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,27.3,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Trimethoprim,0.4,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Trimethoprim,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Trimethoprim,0,ng/L,Winter 2018,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Amoxicillin,6.9,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Ampicillin,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Ampicillin,95.6,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Ampicillin,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Azithromycin,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Azithromycin,0.3,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Azithromycin,19.9,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,67.1,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,61,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,99.7,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,0,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,19,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,232,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,17.1,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,208.7,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Trimethoprim,168.9,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Trimethoprim,3.1,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Trimethoprim,132.1,ng/L,Spring 2018,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Amoxicillin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Ampicillin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Ampicillin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Ampicillin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Azithromycin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Azithromycin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Azithromycin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Ciprofloxacin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Erythromycin,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Penicillin V potassium ,0,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,885,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,345.8,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Sulfamethoxazole,284.7,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Trimethoprim,557,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Trimethoprim,916,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Trimethoprim,31.6,ng/L,Summer 2018,"Athens, GA",unspecified (assume grab),25
Carbamazepine,1295,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Cephalexin,315,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Citalopram,175,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Fexofenadine,1165,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Flecainide,180,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Gabapentin,52650,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Losartan,305,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Metaxalone,2015,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Metformin,54700,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Metoprolol,630,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Metronidazole,285,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Oxcarbazepine,225,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Acetaminophen,35750,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Ranitidine,860,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Sulfamethoxazole,720,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Tramadol,565,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Trimethoprim,470,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Valsartan,3155,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Venlafaxine,470,ng/L,July & Nov 2016,"Urbana-Champaign, IL",24h composite,26
Sulfamethoxazole,754,ng/L,Summer 2013,PA,grab sample (inferred),27
Sulfamethoxazole,4000,ng/L,Spring 2014,PA,grab sample (inferred),27
Sulfamethoxazole,140,ng/L,Fall 2014,PA,grab sample (inferred),27
Sulfamethoxazole,191,ng/L,Summer 2015,PA,grab sample (inferred),27
Sulfamethoxazole,115,ng/L,Fall 2015,PA,grab sample (inferred),27
Sulfamethoxazole,400,ng/L,Winter 2016,PA,grab sample (inferred),27
Sulfamethoxazole,540,ng/L,Spring 2016,PA,grab sample (inferred),27
Trimethoprim,488,ng/L,Summer 2013,PA,grab sample (inferred),27
Trimethoprim,2000,ng/L,Spring 2014,PA,grab sample (inferred),27
Trimethoprim,1100,ng/L,Fall 2014,PA,grab sample (inferred),27
Trimethoprim,212,ng/L,Summer 2015,PA,grab sample (inferred),27
Trimethoprim,458,ng/L,Fall 2015,PA,grab sample (inferred),27
Trimethoprim,1049,ng/L,Winter 2016,PA,grab sample (inferred),27
Trimethoprim,1115,ng/L,Spring 2016,PA,grab sample (inferred),27
Ciprofloxacin,1440,ng/L,Around 2008 (pub yr),midwestern US state,grab sample,28
Sulfamethoxazole,18300,ng/L,Around 2008 (pub yr),midwestern US state,grab sample,28
Metformin,17400,ng/L,11/12/2007,US,24h composite,29
Metformin,29400,ng/L,11/15/2007,US,24h composite,29
Metformin,36500,ng/L,4/8/2008,US,grab sample,29
Metformin,248000,ng/L,4/10/2008,US,grab sample,29
Metformin,26000,ng/L,2/8/2005,US,grab sample,29
Carbamazepine,99.1,ng/L,17-Oct,Kentucky,24h composite,30
Carbamazepine,137,ng/L,Nov 2011 - Sep 2012,Mississippi,grab sample,30
Carbamazepine,100,ng/L,2/8/2005,US,grab sample,30
Sulfamethoxazole,3800,ng/L,Nov 2011 - Sep 2012,Mississippi,grab sample,31
Trimethoprim,1170,ng/L,Sep & Nov 2011,Illinois,grab sample (inferred),31
Diphenhydramine,426,ng/L,13-Jul,"Albany, NY",24h composite,32
Diphenhydramine,222,ng/L,13-Jul,"Albany, NY",24h composite,32
Carbamazepine,193,ng/L,13-Jul,"Albany, NY",24h composite,33
Carbamazepine,115,ng/L,Aug 2010 & Feb 2011,"Riverside, CA",24h composite,33
Amphetamine,1030,ng/L,Sep 2018 - Jan 2019,"Santee, CA",24h composite,34
Morphine,173,ng/L,18-Jun,US Northeast,grab sample,35
Morphine,219,ng/L,18-Aug,US Northeast,grab sample,35
Codeine,152,ng/L,18-Jun,US Northeast,grab sample,35
Codeine,137,ng/L,18-Aug,US Northeast,grab sample,35
Hydrocodone,15,ng/L,18-Jun,US Northeast,grab sample,35
Hydrocodone,14,ng/L,18-Aug,US Northeast,grab sample,35
Amphetamine,544,ng/L,18-Jun,US Northeast,grab sample,35
Amphetamine,455,ng/L,18-Aug,US Northeast,grab sample,35
Morphine,108,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,126,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,91,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Morphine,100,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,45,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,107,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,58,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Codeine,67,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,7,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,13,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
Hydrocodone,8,ng/L,Sep 2018 - Aug 2020,US Northeast,24h composite,35
