"","Pharmaceutical","DTXSID","TOXVAL_TYPE","TOXVAL_NUMERIC","TOXVAL_UNITS","SPECIES_COMMON","SPECIES_SUPERCATEGORY","HUMAN_ECO","CRITICAL_EFFECT","Molar_Mass"
"829","estradiol","DTXSID0020573","NOEC",100,"ug/L","African Clawed Frog","Amphibians","eco","Mortality Mortality",272.388
"830","estradiol","DTXSID0020573","NOEC",272.387,"ug/L","Zebra Danio","Fish","eco","Physiology Swim bladder inflation",272.388
"831","estradiol","DTXSID0020573","NOEC",544.775,"ug/L","Zebra Danio","Fish","eco","Morphology Area",272.388
"832","estradiol","DTXSID0020573","NOEC",680.969,"ug/L","Leopard Frog","Amphibians","eco","Development Weight",272.388
"833","estradiol","DTXSID0020573","NOEC",1089.55,"ug/L","Zebra Danio","Fish","eco","Physiology Swim bladder inflation",272.388
"834","estradiol","DTXSID0020573","NOEC",1361.94,"ug/L","Zebra Danio","Fish","eco","Development Deformation",272.388
"835","estradiol","DTXSID0020573","NOEC",1634.32,"ug/L","Zebra Danio","Fish","eco","Morphology Length",272.388
"836","estradiol","DTXSID0020573","NOEC",1906.71,"ug/L","Zebra Danio","Fish","eco","Biochemistry Calcium content",272.388
"837","estradiol","DTXSID0020573","NOEC",2042.91,"ug/L","Leopard Frog","Amphibians","eco","Development Weight",272.388
"838","estradiol","DTXSID0020573","NOEC",2179.1,"ug/L","Zebra Danio","Fish","eco","Morphology Length",272.388
"839","estradiol","DTXSID0020573","NOEC",2723.87,"ug/L","Zebra Danio","Fish","eco","Genetics Estrogen receptor beta1 protein mRNA",272.388
"840","estradiol","DTXSID0020573","NOEC",3404.84,"ug/L","Zebra Danio","Fish","eco","Growth Length",272.388
"841","estradiol","DTXSID0020573","NOEC",27238.7,"ug/L","Zebra Danio","Fish","eco","Mortality Survival",272.388
"842","estradiol","DTXSID0020573","NOEC",2.7e-05,"ug/L","Zebra Danio","Fish","eco","Genetics Estrogen receptor alpha mRNA",272.388
"843","estradiol","DTXSID0020573","NOEC",0.000272387,"ug/L","Fathead Minnow","Fish","eco","Genetics Vitellogenin receptor mRNA",272.388
"844","estradiol","DTXSID0020573","NOEC",0.001,"ug/L","Threespine Stickleback","Fish","eco","Genetics Vitellogenin mRNA",272.388
"845","estradiol","DTXSID0020573","NOEC",1.5,"ug/L","Rainbow Trout","Fish","eco","Genetics Vitellogenin receptor mRNA",272.388
"846","estradiol","DTXSID0020573","NOEC",0.082,"ug/L","Zebra Danio","Fish","eco","reproduction",272.388
"847","estradiol","DTXSID0020573","NOEC",0.00272387,"ug/L","Japanese Medaka","Fish","eco","Genetics Vitellogenin mRNA",272.388
"848","estradiol","DTXSID0020573","NOEC",0.005,"ug/L","Goldfish","Fish","eco","Biochemistry Vitellogenin",272.388
"849","estradiol","DTXSID0020573","NOEC",0.01,"ug/L","Indian Medaka","Fish","eco","Genetics omChgH mRNA",272.388
"850","estradiol","DTXSID0020573","NOEC",0.018,"ug/L","Japanese Medaka","Fish","eco","Genetics Phenotype frequencies",272.388
"851","estradiol","DTXSID0020573","NOEC",0.02,"ug/L","Eastern Mosquitofish","Fish","eco","Reproduction Pregnant, Paris or Gravid",272.388
"852","estradiol","DTXSID0020573","NOEC",0.025,"ug/L","Zebra Danio","Fish","eco","Genetics Estrogen receptor alpha mRNA",272.388
"853","estradiol","DTXSID0020573","NOEC",0.027,"ug/L","Fathead Minnow","Fish","eco","Morphology Organ weight in relationship to body weight",272.388
"854","estradiol","DTXSID0020573","NOEC",0.0272387,"ug/L","Japanese Medaka","Fish","eco","Reproduction Fecundity",272.388
"855","estradiol","DTXSID0020573","NOEC",0.0924,"ug/L","Japanese Medaka","Fish","eco","mortality",272.388
"856","estradiol","DTXSID0020573","NOEC",0.032,"ug/L","Threespine Stickleback","Fish","eco","Biochemistry Vitellogenin",272.388
"857","estradiol","DTXSID0020573","NOEC",0.05,"ug/L","Guppy","Fish","eco","Morphology Organ weight in relationship to body weight",272.388
"858","estradiol","DTXSID0020573","NOEC",0.087164,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Fluorescence",272.388
"859","estradiol","DTXSID0020573","NOEC",0.1,"ug/L","Japanese Medaka","Fish","eco","Population Sex ratio",272.388
"860","estradiol","DTXSID0020573","NOEC",0.136194,"ug/L","Fathead Minnow","Fish","eco","Reproduction Progeny counts/numbers",272.388
"861","estradiol","DTXSID0020573","NOEC",150,"ug/L","Rainbow Trout","Fish","eco","Genetics Estrogen receptor alpha 2 mRNA",272.388
"862","estradiol","DTXSID0020573","NOEC",0.25,"ug/L","Rainbow Trout","Fish","eco","Enzyme(s) 7-Ethoxyresorufin O-deethylase",272.388
"863","estradiol","DTXSID0020573","NOEC",0.27,"ug/L","Zebra Danio","Fish","eco","Genetics Gene expression",272.388
"864","estradiol","DTXSID0020573","NOEC",0.097,"ug/L","Sand Goby","Fish","eco","Reproduction, Fecundity",272.388
"865","estradiol","DTXSID0020573","NOEC",0.272387,"ug/L","Goldfish","Fish","eco","Genetics Estrogen receptor alpha mRNA",272.388
"866","estradiol","DTXSID0020573","NOEC",0.3,"ug/L","Silver Salmon","Fish","eco","Reproduction Cortical alveoli oocyte",272.388
"867","estradiol","DTXSID0020573","NOEC",0.490297,"ug/L","Zebra Danio","Fish","eco","Morphology Length",272.388
"868","estradiol","DTXSID0020573","NOEC",500,"ug/L","Cherry Salmon","Fish","eco","Growth Condition index",272.388
"869","estradiol","DTXSID0020573","NOEC",600,"ug/L","Channel Catfish","Fish","eco","Enzyme(s) 7-Ethoxyresorufin O-deethylase",272.388
"870","estradiol","DTXSID0020573","NOEC",0.680969,"ug/L","Rainbow Trout","Fish","eco","Genetics Prolactin mRNA",272.388
"871","estradiol","DTXSID0020573","NOEC",750,"ug/L","Japanese Eel","Fish","eco","Morphology Organ weight in relationship to body weight",272.388
"872","estradiol","DTXSID0020573","NOEC",1,"ug/L","Guppy","Fish","eco","Growth Weight",272.388
"873","estradiol","DTXSID0020573","NOEC",1.36194,"ug/L","African Clawed Frog","Amphibians","eco","Enzyme(s) Luciferase",272.388
"874","estradiol","DTXSID0020573","NOEC",1800,"ug/L","Channel Catfish","Fish","eco","Growth Weight",272.388
"875","estradiol","DTXSID0020573","NOEC",2000,"ug/L","Threespine Stickleback","Fish","eco","Reproduction Courtship behavior",272.388
"876","estradiol","DTXSID0020573","NOEC",2500,"ug/L","Cunner","Fish","eco","Reproduction Gamete production",272.388
"877","estradiol","DTXSID0020573","NOEC",2.72387,"ug/L","Mozambique Tilapia","Fish","eco","Enzyme(s) Alkaline phosphatase",272.388
"878","estradiol","DTXSID0020573","NOEC",3000,"ug/L","Rainbow Trout","Fish","eco","Enzyme(s) Lauric acid monooxygenase",272.388
"879","estradiol","DTXSID0020573","NOEC",3750,"ug/L","Japanese Eel","Fish","eco","Hormone(s) Testosterone",272.388
"880","estradiol","DTXSID0020573","NOEC",4500,"ug/L","Rainbow Trout","Fish","eco","Hormone(s) Thyroxine",272.388
"881","estradiol","DTXSID0020573","NOEC",0.1,"ug/L","Eastern Mosquitofish","Fish","eco","Population",272.388
"882","estradiol","DTXSID0020573","NOEC",5000,"ug/L","Rainbow Trout","Fish","eco","Genetics Calpastatin short isoform mRNA",272.388
"883","estradiol","DTXSID0020573","NOEC",8.17162,"ug/L","Japanese Medaka","Fish","eco","Mortality Hatch",272.388
"884","estradiol","DTXSID0020573","NOEC",10000,"ug/L","Goldfish","Fish","eco","Biochemistry Cholesterol",272.388
"885","estradiol","DTXSID0020573","NOEC",10.0783,"ug/L","Nile Tilapia","Fish","eco","Biochemistry Vitellogenin",272.388
"886","estradiol","DTXSID0020573","NOEC",10300,"ug/L","Chub","Fish","eco","Hormone(s) 11-Ketotestosterone",272.388
"887","estradiol","DTXSID0020573","NOEC",0.107,"ug/L","Japanese Medaka","Fish","eco","mortality",272.388
"888","estradiol","DTXSID0020573","NOEC",25000,"ug/L","Southern Catfish","Fish","eco","Genetics DMRT1a mRNA",272.388
"889","estradiol","DTXSID0020573","NOEC",27,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Fluorescence",272.388
"890","estradiol","DTXSID0020573","NOEC",27.2387,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Luteinizing hormone beta-subunit mRNA",272.388
"891","estradiol","DTXSID0020573","NOEC",30,"ug/L","Silver Salmon","Fish","eco","Reproduction Number of ovarian follicles",272.388
"892","estradiol","DTXSID0020573","NOEC",35.6828,"ug/L","Sea Bass","Fish","eco","Enzyme(s) Glutathione S-transferase",272.388
"893","estradiol","DTXSID0020573","NOEC",50,"ug/L","Rainbow Trout","Fish","eco","Development Slowed, Retarded, Delayed or Non-development",272.388
"894","estradiol","DTXSID0020573","NOEC",96,"ug/L","Southern Platyfish","Fish","eco","Enzyme(s) gamma-glutamyl transpeptidase",272.388
"895","estradiol","DTXSID0020573","NOEC",140000,"ug/L","Rainbow Trout","Fish","eco","Hormone(s) Thyroxine",272.388
"896","estradiol","DTXSID0020573","NOEC",150000,"ug/L","Glass Knifefish","Fish","eco","Hormone(s) Testosterone",272.388
"897","estradiol","DTXSID0020573","NOEC",200,"ug/L","Zebra Danio","Fish","eco","Genetics Nuclear receptor coactivator 3 mRNA",272.388
"898","estradiol","DTXSID0020573","NOEC",201.567,"ug/L","Nile Tilapia","Fish","eco","Biochemistry Vitellogenin",272.388
"899","estradiol","DTXSID0020573","NOEC",250,"ug/L","Zebra Danio","Fish","eco","Genetics Estrogen receptor alpha mRNA",272.388
"900","estradiol","DTXSID0020573","NOEC",272.387,"ug/L","Rainbow Trout","Fish","eco","Genetics Caspase-9 mRNA",272.388
"901","estradiol","DTXSID0020573","NOEC",400,"ug/L","Rainbow Trout","Fish","eco","Genetics Estrogen receptor alpha mRNA",272.388
"902","estradiol","DTXSID0020573","NOEC",817.162,"ug/L","Zebra Danio","Fish","eco","Mortality Survival",272.388
"903","estradiol","DTXSID0020573","NOEC",1000,"ug/L","Rainbow Trout","Fish","eco","Enzyme(s) Prostaglandin-endoperoxide synthase",272.388
"904","estradiol","DTXSID0020573","NOEC",1400,"ug/L","African Clawed Frog","Amphibians","eco","Development Normal",272.388
"905","estradiol","DTXSID0020573","NOEC",0.109,"ug/L","Zebra Danio","Fish","eco","Population",272.388
"906","estradiol","DTXSID0020573","NOEC",2723.87,"ug/L","Zebra Danio","Fish","eco","Injury Curvature",272.388
"907","estradiol","DTXSID0020573","NOEC",4085.81,"ug/L","Nile Tilapia","Fish","eco","Cell(s) Cell Viability",272.388
"908","estradiol","DTXSID0020573","NOEC",5447.75,"ug/L","African Clawed Frog","Amphibians","eco","Growth Length",272.388
"909","estradiol","DTXSID0020573","NOEC",6809.69,"ug/L","Zebra Danio","Fish","eco","Mortality Mortality",272.388
"910","estradiol","DTXSID0020573","NOEC",14000,"ug/L","African Clawed Frog","Amphibians","eco","Development Abnormal",272.388
"911","estradiol","DTXSID0020573","NOEC",250000,"ug/L","Western Mosquitofish","Fish","eco","Genetics Vitellogenin mRNA",272.388
"912","estradiol","DTXSID0020573","NOEC",5e+05,"ug/L","Western Mosquitofish","Fish","eco","Genetics Vitellogenin mRNA",272.388
"913","estradiol","DTXSID0020573","NOEC",0.117,"ug/L","Zebra Danio","Fish","eco","Growth",272.388
"914","estradiol","DTXSID0020573","NOEC",0.00042,"ug/L","Rainbow Trout","Fish","eco","reproduction",272.388
"915","estradiol","DTXSID0020573","NOEC",0.00262,"ug/L","Rainbow Trout","Fish","eco","reproduction",272.388
"916","estradiol","DTXSID0020573","NOEC",0.12,"ug/L","Japanese Medaka","Fish","eco","mortality",272.388
"917","estradiol","DTXSID0020573","NOEC",0.131,"ug/L","Zebra Danio","Fish","eco","Growth",272.388
"918","estradiol","DTXSID0020573","NOEC",0.136,"ug/L","Fathead Minnow","Fish","eco","reproduction",272.388
"919","estradiol","DTXSID0020573","NOEC",0.154,"ug/L","Japanese Medaka","Fish","eco","reproduction",272.388
"920","estradiol","DTXSID0020573","NOEC",0.219,"ug/L","Fathead Minnow","Fish","eco","mortality",272.388
"921","estradiol","DTXSID0020573","NOEC",0.25,"ug/L","Zebra Danio","Fish","eco","mortality",272.388
"922","estradiol","DTXSID0020573","NOEC",0.5,"ug/L","Eastern Mosquitofish","Fish","eco","reproduction",272.388
"923","estradiol","DTXSID0020573","NOEC",1,"ug/L","Guppy","Fish","eco","Growth",272.388
"924","estradiol","DTXSID0020573","NOEC",5,"ug/L","Zebra Danio","Fish","eco","Mortality, Survival",272.388
"925","estradiol","DTXSID0020573","NOEC",10,"ug/L","Indian Medaka","Fish","eco","Mortality, Mortality",272.388
"926","dexamethasone","DTXSID3020384","NOEC",42.7,"ug/L","Fathead Minnow","Fish","eco","Growth Length",392.467
"927","dexamethasone","DTXSID3020384","NOEC",43.4,"ug/L","Fathead Minnow","Fish","eco","Hormone(s) 17-beta Estradiol",392.467
"928","dexamethasone","DTXSID3020384","NOEC",254,"ug/L","Fathead Minnow","Fish","eco","Mortality Survival",392.467
"929","dexamethasone","DTXSID3020384","NOEC",424,"ug/L","Fathead Minnow","Fish","eco","Growth Weight",392.467
"930","dexamethasone","DTXSID3020384","NOEC",469,"ug/L","Fathead Minnow","Fish","eco","Genetics Estrogen receptor alpha mRNA",392.467
"931","dexamethasone","DTXSID3020384","NOEC",1160,"ug/L","Fathead Minnow","Fish","eco","Growth Weight",392.467
"932","dexamethasone","DTXSID3020384","NOEC",1e+05,"ug/L","Zebra Danio","Fish","eco","Genetics 72 kDa type IV collagenase mRNA",392.467
"933","dexamethasone","DTXSID3020384","NOEC",100,"ug/L","Mexican Axolotl","Amphibians","eco","Growth Weight",392.467
"934","dexamethasone","DTXSID3020384","NOEC",250,"ug/L","Mexican Axolotl","Amphibians","eco","Enzyme(s) Type II iodothyronine deiodinase",392.467
"935","dexamethasone","DTXSID3020384","NOEC",500,"ug/L","Mexican Axolotl","Amphibians","eco","Enzyme(s) Thyroxine 5-deiodinase",392.467
"936","dexamethasone","DTXSID3020384","NOEC",500,"ug/L","Dogfish","Fish","eco","Biochemistry Sodium content",392.467
"937","dexamethasone","DTXSID3020384","NOEC",550,"ug/L","Channel Catfish","Fish","eco","Multiple Multiple effects reported as one result",392.467
"938","dexamethasone","DTXSID3020384","NOEC",1000,"ug/L","Bullfrog","Amphibians","eco","Biochemistry Glycogen",392.467
"939","dexamethasone","DTXSID3020384","NOEC",2000,"ug/L","Rainbow Trout","Fish","eco","Enzyme(s) Cytochrome P3A",392.467
"940","dexamethasone","DTXSID3020384","NOEC",3.92468,"ug/L","African Clawed Frog","Amphibians","eco","Growth Length",392.467
"941","dexamethasone","DTXSID3020384","NOEC",10000,"ug/L","Goldlined Sunbream","Fish","eco","Enzyme(s) Sodium potassium ATPase",392.467
"942","dexamethasone","DTXSID3020384","NOEC",39,"ug/L","Japanese Medaka","Fish","eco","Biochemistry Fluorescence",392.467
"943","dexamethasone","DTXSID3020384","NOEC",39.2468,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Type III iodothyronine deiodinase mRNA",392.467
"944","dexamethasone","DTXSID3020384","NOEC",50000,"ug/L","Rainbow Trout","Fish","eco","Enzyme(s) 3-Cyano-7-ethoxycoumarin O-deethylase",392.467
"945","dexamethasone","DTXSID3020384","NOEC",1e+05,"ug/L","Rainbow Trout","Fish","eco","Enzyme(s) Pentylresorufin O-deethylase",392.467
"946","dexamethasone","DTXSID3020384","NOEC",42.7,"ug/L","Fathead Minnow","Fish","eco","Growth",392.467
"947","dexamethasone","DTXSID3020384","NOEC",150000,"ug/L","Mozambique Tilapia","Fish","eco","Genetics Prepro-melanin-concentrating hormone mRNA",392.467
"948","dexamethasone","DTXSID3020384","NOEC",196.234,"ug/L","African Clawed Frog","Amphibians","eco","Genetics Thyroid Hormone Receptor beta mRNA",392.467
"949","dexamethasone","DTXSID3020384","NOEC",2e+05,"ug/L","Channel Catfish","Fish","eco","Biochemistry Chloride",392.467
"950","dexamethasone","DTXSID3020384","NOEC",3e+05,"ug/L","Rainbow Trout","Fish","eco","Immunological Parasitic infection",392.467
"951","dexamethasone","DTXSID3020384","NOEC",392.468,"ug/L","Zebra Danio","Fish","eco","Genetics Teratocarcinoma-derived growth factor 1 mRNA",392.467
"952","dexamethasone","DTXSID3020384","NOEC",25000,"ug/L","Zebra Danio","Fish","eco","Mortality Survival",392.467
"953","dexamethasone","DTXSID3020384","NOEC",39246.8,"ug/L","Zebra Danio","Fish","eco","Development Abnormal",392.467
"954","dexamethasone","DTXSID3020384","NOEC",78493.5,"ug/L","Zebra Danio","Fish","eco","Cell(s) Area",392.467
"955","dexamethasone","DTXSID3020384","NOEC",1e+05,"ug/L","Zebra Danio","Fish","eco","Genetics Collagenase 3 mRNA",392.467
"956","dexamethasone","DTXSID3020384","NOEC",43.4,"ug/L","Fathead Minnow","Fish","eco","development",392.467
"957","dexamethasone","DTXSID3020384","NOEC",254,"ug/L","Fathead Minnow","Fish","eco","mortality",392.467
"958","dexamethasone","DTXSID3020384","NOEC",469,"ug/L","Fathead Minnow","Fish","eco","mortality",392.467
"959","dexamethasone","DTXSID3020384","NOEC",1160,"ug/L","Fathead Minnow","Fish","eco","Growth",392.467
"960","ofloxacin","DTXSID3041085","NOEC",10000,"ug/L","Fathead Minnow","Fish","eco","Growth Dry weight (AQUIRE only)",361.373
"961","hydrocortisone","DTXSID7020714","NOEC",102,"ug/L","Fathead Minnow","Fish","eco","Hormone(s) Cortisol",362.466
"962","hydrocortisone","DTXSID7020714","NOEC",929,"ug/L","Fathead Minnow","Fish","eco","Genetics Vitellogenin mRNA",362.466
"963","hydrocortisone","DTXSID7020714","NOEC",36246.6,"ug/L","Zebra Danio","Fish","eco","Behavior Swimming",362.466
"964","hydrocortisone","DTXSID7020714","NOEC",1e+05,"ug/L","Zebra Danio","Fish","eco","Genetics 72 kDa type IV collagenase mRNA",362.466
"965","hydrocortisone","DTXSID7020714","NOEC",362466,"ug/L","Zebra Danio","Fish","eco","Behavior Distance moved, change in direct movement",362.466
"966","hydrocortisone","DTXSID7020714","NOEC",4000,"ug/L","Goldlined Sunbream","Fish","eco","Enzyme(s) Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)",362.466
"967","hydrocortisone","DTXSID7020714","NOEC",16666.6666666667,"ug/L","Plaice, Sand Dab","Fish","eco","Accumulation Residue",362.466
"968","hydrocortisone","DTXSID7020714","NOEC",50000,"ug/L","Atlantic Salmon","Fish","eco","Genetics Glucocorticoid receptor mRNA",362.466
"969","hydrocortisone","DTXSID7020714","NOEC",333.333333333333,"ug/L","Plaice, Sand Dab","Fish","eco","Biochemistry C-reactive protein",362.466
"970","hydrocortisone","DTXSID7020714","NOEC",362.466,"ug/L","Zebra Danio","Fish","eco","Biochemistry Magnesium (Mg) content",362.466
"971","hydrocortisone","DTXSID7020714","NOEC",2333.33333333333,"ug/L","Plaice, Sand Dab","Fish","eco","Morphology Organ weight in relationship to body weight",362.466
"972","hydrocortisone","DTXSID7020714","NOEC",3624.66,"ug/L","Rainbow Trout","Fish","eco","Physiology Lipid metabolism",362.466
"973","hydrocortisone","DTXSID7020714","NOEC",36246.6,"ug/L","Lake Trout, Siscowet","Fish","eco","Physiology Estrogen metabolism",362.466
"974","hydrocortisone","DTXSID7020714","NOEC",1e+05,"ug/L","Zebra Danio","Fish","eco","Growth Length",362.466
"975","levonorgestrel","DTXSID3036496","NOEC",0.0187,"ug/L","Clawed Frog","Amphibians","eco","Morphology Organ weight in relationship to body weight",312.453
"976","levonorgestrel","DTXSID3036496","NOEC",0.156,"ug/L","Clawed Frog","Amphibians","eco","Population Sex ratio",312.453
"977","cyclosporine","DTXSID0020365","NOEC",6013.15,"ug/L","Common Carp","Fish","eco","Enzyme(s) Xenobiotic-transporting ATPase",1202.635
"978","cyclosporine","DTXSID0020365","NOEC",18039.4,"ug/L","Rainbow Trout","Fish","eco","Accumulation Residue",1202.635
